,fluxes
PUNP5No1,0.0
PUNP5No2,0.0
arm_PUNP6,0.0
PUNP6No1,0.0
PUNP6No2,0.0
PUNP7No1,0.0
arm_RNDR1,0.0
RNDR1No1,0.0
RNDR1No2,0.0
arm_RNDR3,0.0
RNDR3No1,0.0
RNDR3No2,0.0
arm_RNDR4,0.0
RNDR4No1,0.0
RNDR4No2,0.0
TMDSNo1,0.022947511702329518
TMDK1No1,0.0
PPCDCNo1,0.0005910961892290337
FTHFDNo1,0.0
EDDNo1,0.0
DHQTiNo1,0.33424033908431244
PUNP1No1,0.0
PUNP2No1,0.0
arm_PUNP3,0.0
PUNP3No1,0.0
PUNP3No2,0.0
LYSAMNo1,0.0
DHAD1No1,0.7668175099224473
IPPMIaNo1,0.0
G3PD7No1,0.0
arm_NADH9,0.0
NADH9No1,0.0
NADH9No2,0.0
NADH9No3,0.0
NADH9No4,0.0
arm_NADH10,0.0
NADH10No1,0.0
NADH10No2,0.0
NADH10No3,0.0
NADH10No4,0.0
MDHNo1,6.884586469654114
arm_FUM,6.8845864696541135
FUMNo1,6.8845864696541135
FUMNo2,0.0
FUMNo3,0.0
PYDXNKNo1,0.0
PYAM5PONo1,0.0
OHPBATNo1,0.0
GLUTRRNo1,0.0031291264141982615
GLCS1No1,0.0
arm_GLCP,0.0
GLCPNo1,0.0
GLCPNo2,0.0
HEMEOSNo1,0.0
ADMDCNo1,0.0
AGMTNo1,0.0
ARGDCNo1,0.0
ARGSSNo1,0.2594087893241402
AGPRNo1,0.0
SPMSNo1,0.0
G1SATNo1,0.003129126414198262
KDOCT2No1,0.034125719458879704
OAADCNo1,0.0
MNNHNo1,0.0
ALTRHNo1,0.0
GUI1No1,0.0
PGAMTNo1,0.0
UAGDPNo1,0.0828657221481966
UAGCVTNo1,0.02437000134465845
GLURNo1,0.0
UAG2ENo1,0.0
MACPDNo1,0.0
DMQMTNo1,0.0
ICHORS_copy1No1,0.0
arm_HACD5,0.3121058038915014
HACD5No1,0.31210580389150144
HACD5No2,0.0
HPPK2No1,0.0005867112026620016
PTPATiNo1,0.0005910961892290337
HEX7No1,0.0
DXPRIiNo1,0.0020951465817039706
OPHBDCNo1,0.00019557040088739137
OHPHMNo1,0.0
GHMT2rNo1,0.9783190055063224
DHORD2No1,0.0
ADK4No1,0.0
INSKNo1,0.0
arm_ABTA,0.0
ABTANo1,0.0
ABTANo2,0.0
SSALxNo1,0.0
ASPTNo1,0.0
arm_SERD_L,0.0
SERD_LNo1,0.0
SERD_LNo2,0.0
SERD_LNo3,0.0
SERD_LNo4,0.0
SERD_LNo5,0.0
arm_THRD,0.0
THRDNo1,0.0
THRDNo2,0.0
KARA1No1,0.0
KARA2No1,0.25479315246373513
ACCOACNo1,0.0682567009016398
NADKNo1,0.0003920177990886753
ICHORS_copy2No1,0.0
SUCBZSNo1,0.0
DHBDNo1,0.0
ICHORTNo1,0.0
RBK_L1No1,0.0
arm_RBP4E,0.0
RBP4ENo1,0.0
RBP4ENo2,0.0
RBP4ENo3,0.0
arm_NTD2,0.022947511702329514
NTD2No1,0.0
NTD2No2,0.0
NTD2No3,0.022947511702329518
arm_NTD4,0.0
NTD4No1,0.0
NTD4No2,0.0
arm_NTD5,0.0
NTD5No1,0.0
NTD5No2,0.0
NTD5No3,0.0
NTD5No4,0.0
arm_NTD6,0.0
NTD6No1,0.0
NTD6No2,0.0
NTD6No3,0.0
LGTHLNo1,0.0
arm_PYDXPP,0.0
PYDXPPNo1,0.0
PYDXPPNo2,0.0
PYDXPPNo3,0.0
PYDXPPNo4,0.0
PDXPPNo1,0.0
arm_HACD6,0.24385436497374213
HACD6No1,0.24385436497374213
HACD6No2,0.0
arm_ECOAH1,0.3121058038915012
ECOAH1No1,0.0
ECOAH1No2,0.3121058038915013
arm_ECOAH2,0.3121058038915012
ECOAH2No1,0.0
ECOAH2No2,0.3121058038915012
arm_ECOAH3,0.31210580389150133
ECOAH3No1,0.0
ECOAH3No2,0.3121058038915013
UGLTNo1,0.0
DXPSNo1,0.0024862873834787537
CDPMEKNo1,0.0020951465817039706
MECDPSNo1,0.00209514658170397
DDGLKNo1,0.0
XYLI2No1,0.0
PMANMNo1,0.0
ICLNo1,0.0
GLYCLNo1,0.04754070886324154
HCYSMTNo1,0.0
UDPG4ENo1,0.0
LACZNo1,0.0
TRE6PHNo1,0.0
XYLI1No1,0.0
PPCNo1,2.596107618054153
arm_G3PT,0.0
G3PTNo1,0.0
G3PTNo2,0.0
CINNDONo1,0.0
DHPPDNo1,0.0
DHCINDNo1,0.0
CITLNo1,0.0
GOFUCRNo1,0.0
arm_PYDXK,0.0
PYDXKNo1,0.0
PYDXKNo2,0.0
GTPCII2No1,0.00039114080177477044
SADT2No1,0.21704104911396127
LCARSNo1,0.0
arm_ALCD19,0.0
ALCD19No1,0.0
ALCD19No2,0.0
RMPANo1,0.0
SBTPDNo1,0.0
PFK_2No1,0.0
GLTPDNo1,0.0
arm_TGBPA,0.0
TGBPANo1,0.0
TGBPANo2,0.0
MANAONo1,0.0
TAGURrNo1,0.0
PGLYCPNo1,0.0
GLXCLNo1,0.0
TARTDNo1,0.0
GLCRALNo1,0.0
arm_KAS14,0.0
KAS14No1,0.0
KAS14No2,0.0
EDTXS1No1,0.0
EDTXS2No1,0.0
EDTXS3No1,0.0
EDTXS4No1,0.0
NNDPRNo1,0.001997799879917468
arm_HACD4,0.3121058038915013
HACD4No1,0.31210580389150133
HACD4No2,0.0
arm_HACD7,0.24385436497374213
HACD7No1,0.0
HACD7No2,0.24385436497374216
AACPS1No1,1.257664713459742e-33
SDPDSNo1,0.3253212764070715
arm_DMSOR1,0.0
DMSOR1No1,0.0
DMSOR1No2,0.0
DKGLCNR2yNo1,0.0
2DGULRyNo1,0.0
RZ5PPNo1,0.0
arm_NTD9,0.0
NTD9No1,0.0
NTD9No2,0.0
NTD9No3,0.0
NTD9No4,0.0
NTD10No1,0.0
ADPTNo1,0.0
ADK1No1,0.0
OCTDPSNo1,0.0001955704008873914
AACPS2No1,0.0
AACPS3No1,0.1119294131141524
AACPS4No1,0.13192495185958977
AMANKNo1,0.0
ACNMLNo1,0.0
arm_CAT,0.0
CATNo1,0.0
CATNo2,0.0
SERASrNo1,0.0
DMSOR2No1,0.0
ACMAMUTNo1,0.0
DDGALKNo1,0.0
arm_AB6PGH,0.0
AB6PGHNo1,0.0
AB6PGHNo2,0.0
AB6PGHNo3,0.0
AMALT1No1,0.0
MLTP2No1,0.0
PACCOALNo1,0.0
GP4GHNo1,0.0
ACGAMTNo1,0.0
AADDGTNo1,0.0
GMHEPKNo1,0.0
TRE6PSNo1,0.0
arm_UDCPDP,0.02437000134465845
UDCPDPNo1,0.0
UDCPDPNo2,0.02437000134465845
UDCPDPNo3,0.0
TREHNo1,0.0
CYTK1No1,0.1587391447166838
CYTK2No1,0.0
GK1No1,0.23625781424510367
arm_HACD1,0.31210580389150117
HACD1No1,0.3121058038915013
HACD1No2,0.0
arm_HACD2,0.31210580389150117
HACD2No1,0.3121058038915012
HACD2No2,0.0
arm_ACACCT,0.0
ACACCTNo1,0.0
ACACCTNo2,0.0
BUTCTNo1,0.0
2DGULRxNo1,0.0
arm_G1PTT,0.0
G1PTTNo1,0.0
G1PTTNo2,0.0
arm_TDPGDH,0.0
TDPGDHNo1,0.0
TDPGDHNo2,0.0
UDPGALMNo1,0.0
TDPDRENo1,0.0
TDPDRRNo1,0.0
G3PD6No1,0.0
ALLTNNo1,0.0
UAPGRNo1,0.024370001344658446
arm_NDPK7,0.0
NDPK7No1,0.0
NDPK7No2,0.0
GLYATNo1,0.0
ADNUCNo1,0.0
GMHEPPANo1,0.0
S7PINo1,0.0
TRPS3No1,0.049851158285390086
CRNBTCTNo1,0.0
CRNCBCTNo1,0.0
CRNCDHNo1,0.0
FADRxNo1,1.9170196573799985
GTPDPKNo1,0.0
arm_NDPK2,0.35002453673082057
NDPK2No1,0.0
NDPK2No2,0.3500245367308206
arm_NDPK3,0.15873914471668382
NDPK3No1,0.0
NDPK3No2,0.1587391447166838
arm_NDPK4,0.0
NDPK4No1,0.0
NDPK4No2,0.0
arm_FCLT,0.00019557040088739142
FCLTNo1,0.00019557040088739137
FCLTNo2,0.0
FCLTNo3,0.0
HBZOPTNo1,0.00019557040088739137
PNTKNo1,0.0005910961892290336
DPCOAKNo1,0.0005910961892290337
HETZKNo1,0.0
KDOPSNo1,0.0341257194588797
KDOPPNo1,0.0341257194588797
ASTNo1,0.0
SGDSNo1,0.0
CYNTAHNo1,0.0
GSPMDANo1,0.0
GSPMDSNo1,0.0
GUADNo1,0.0
arm_TMAOR1,0.0
TMAOR1No1,0.0
TMAOR1No2,0.0
TMAOR2No1,0.0
DGK1No1,0.0
DTMPKNo1,0.022947511702329518
arm_NDPK1,0.7157876672478408
NDPK1No1,0.0
NDPK1No2,0.7157876672478408
arm_TRDR,0.08438276135749843
TRDRNo1,0.07859027728807887
TRDRNo2,0.005792484069419564
arm_PGMT,0.0
PGMTNo1,0.0
PGMTNo2,0.0
PGMTNo3,0.0
FRUKNo1,0.0
RHCCENo1,0.0003928947964015757
arm_KG6PDC,0.0
KG6PDCNo1,0.0
KG6PDCNo2,0.0
arm_X5PL3E,0.0
X5PL3ENo1,0.0
X5PL3ENo2,0.0
DOGULNRNo1,0.0
BETALDHxNo1,0.0
BETALDHyNo1,0.0
MLTG3No1,0.0
arm_DKGLCNR1,0.0
DKGLCNR1No1,0.0
DKGLCNR1No2,0.0
NADTRHDNo1,0.0
arm_FMNRx2,0.0
FMNRx2No1,0.0
FMNRx2No2,0.0
FMNRx2No3,0.0
arm_ACPS1,0.0
ACPS1No1,0.0
ACPS1No2,0.0
GMPS2No1,0.0
AMPNNo1,0.0
GSNKNo1,0.02294751170233052
ADCSNo1,0.0005867112026620016
arm_ADCL,0.0005867112026620016
ADCLNo1,0.0005867112026620016
ADCLNo2,0.0
DHAPTNo1,0.0
arm_UMPK,0.30859167565672224
UMPKNo1,0.0
UMPKNo2,0.3085916756567222
DDPGALANo1,0.0
DURIK1No1,0.022947511702329514
UPPRTNo1,0.0
CTPS2No1,0.14077999373295288
arm_NTD1,0.0
NTD1No1,0.0
NTD1No2,0.0
NTD1No3,0.0
NTD1No4,0.0
arm_NTD7,0.0
NTD7No1,0.0
NTD7No2,0.0
NTD7No3,0.0
NTD7No4,0.0
PAPPT3No1,0.02437000134465845
UAGPT3No1,0.024370001344658446
arm_F6PA,0.0
F6PANo1,0.0
F6PANo2,0.0
AGMHENo1,0.0
GMHEPATNo1,0.0
IDONDNo1,0.0
IDOND2No1,0.0
arm_GLYCLTDx,0.0
GLYCLTDxNo1,0.0
GLYCLTDxNo2,0.0
arm_HPYRRy,0.0
HPYRRyNo1,1.639012800818484e-20
HPYRRyNo2,0.0
ACODANo1,0.2594087893241403
ADANo1,0.0
DADANo1,0.0
ADDNo1,0.0
ADSSNo1,0.2624888038887761
AGDCNo1,0.0
arm_ASNN,0.0
ASNNNo1,0.0
ASNNNo2,0.0
arm_ASNS2,0.21140458738076293
ASNS2No1,0.21140458738076293
ASNS2No2,0.0
arm_ASPCT,0.2901063262849534
ASPCTNo1,0.2901063262849534
ASPCTNo2,0.0
DMPPSNo1,0.0020951465817039706
MCOATANo1,0.068254946907013
IPDPSNo1,0.0
DAPENo1,0.32532127640707154
DHDPRyNo1,0.3253212764070714
HSKNo1,0.4772759699073211
arm_SDPTA,0.0
SDPTANo1,0.0
SDPTANo2,0.0
SDPTANo3,0.0
SDPTANo4,0.0
SDPTANo5,0.0
THRSNo1,0.477275969907321
HSSTNo1,0.13497953350214922
PPNDHNo1,0.16247690726637923
arm_DDPA,0.33424033908431244
DDPANo1,0.33424033908431244
DDPANo2,0.0
DDPANo3,0.0
NMNDANo1,0.0
NNAMNo1,0.0
P5CDNo1,0.0
SPMDAT1No1,0.0
SPMDAT2No1,0.0
TDPADGATNo1,0.0
arm_MALS,-3.278025601636969e-20
MALSNo1,0.0
MALSNo2,-3.278025601636969e-20
TRE6PPNo1,0.0
arm_ADPRDP,0.0
ADPRDPNo1,0.0
ADPRDPNo2,0.0
ARAINo1,0.0
M1PDNo1,0.0
G3PD2No1,0.0
GALS3No1,0.0
FCINo1,0.0
FCLKNo1,0.0
arm_FCLPA,0.0
FCLPANo1,0.0
FCLPANo2,0.0
arm_ACCOAL,0.0
ACCOALNo1,0.0
ACCOALNo2,0.0
GALUiNo1,0.0
U23GAATNo1,0.03412571945887971
UAAGDSNo1,0.024370001344658443
UAMASNo1,0.024370001344658446
UAMAGSNo1,0.024370001344658446
UGLYCHNo1,0.0
OP4ENHNo1,0.0
HOPNTALNo1,0.0
3HPPPNHNo1,0.0
AKGDHNo1,5.970060687222908
arm_HPYRRx,0.0
HPYRRxNo1,0.0
HPYRRxNo2,0.0
GLYCDxNo1,0.0
ASP1DCNo1,0.0005910961892290337
UGMDDSNo1,0.024370001344658446
UHGADANo1,0.034125719458879704
UAGAATNo1,0.034125719458879704
ATPPRTNo1,0.08308497147654567
HISTDNo1,0.08308497147654569
IGPDHNo1,0.0830849714765457
PRPPSNo1,0.0
PRATPPNo1,0.08308497147654567
PRMICINo1,0.08308497147654567
SERATNo1,0.21704104911396127
arm_CYSS,0.21704104911396127
CYSSNo1,0.0
CYSSNo2,0.2170410491139613
BPNTNo1,0.21704104911396127
arm_PAPSR,0.0843827613574984
PAPSRNo1,0.0
PAPSRNo2,0.0843827613574984
arm_ASPK,0.9375767798165419
ASPKNo1,0.0
ASPKNo2,0.0
ASPKNo3,0.9375767798165419
ASADNo1,0.0
DAPDCNo1,0.3009512750624131
METATNo1,0.0007875435874299438
ASCBPLNo1,0.0
ACBIPGTNo1,0.0
ADOCBLSNo1,0.0
ADOCBIKNo1,0.0
TMPKNo1,0.00019557040088739137
HPPPNDONo1,0.0
DHCINDONo1,0.0
HKNDDHNo1,0.0
HKNTDHNo1,0.0
GLYCK2No1,0.0
ENTCSNo1,0.0
SULRNo1,0.21704104911396127
MANPGHNo1,0.0
URDGLYCDNo1,0.0
CBMKrNo1,0.5495151156090936
AMANAPErNo1,0.0
ACM6PHNo1,0.0
NNATrNo1,0.001997799879917468
arm_CYTDH,0.0
CYTDHNo1,0.0
CYTDHNo2,0.0
CYTDHNo3,0.0
PSERTNo1,1.5065362413595849
AIRC2No1,0.3927141349550036
GAPDNo1,17.105432825496177
HEX1No1,0.0
GNDNo1,2.355367839801513
TAUDONo1,0.0
ME2No1,0.0
ARGSLNo1,0.25940878932414024
CBPSNo1,0.0
GLU5KNo1,0.19386464111283544
IPPSNo1,0.3951144766017818
ACOATANo1,0.0
MLTG2No1,0.0
MLTG1No1,0.0
AMALT3No1,0.0
MLTP3No1,0.0
arm_SPODM,0.001425997631585618
SPODMNo1,0.0
SPODMNo2,0.0014259976315856183
AHCYSNSNo1,0.0003928947964015756
TMKNo1,0.0
arm_NTPP4,0.0
NTPP4No1,0.0
NTPP4No2,0.0
arm_NTPP3,0.0
NTPP3No1,0.0
NTPP3No2,0.0
NTPP3No3,0.0
arm_NTPP6,0.0
NTPP6No1,0.0
NTPP6No2,0.0
arm_NTPP7,0.0
NTPP7No1,0.0
NTPP7No2,0.0
NTPP7No3,0.0
arm_NTPP8,0.0
NTPP8No1,0.0
NTPP8No2,0.0
P5CRNo1,0.19386464111283544
arm_CYANST,0.0
CYANSTNo1,0.0
CYANSTNo2,0.0
CYANSTNo3,0.0
DHPPDA2No1,0.00039114080177477044
GMANDNo1,0.0
PPCSCTNo1,0.0
CYTDNo1,0.0
DCYTDNo1,0.0
DBTSNo1,1.7539946267927477e-06
DCTPDNo1,0.0
DHDPSNo1,0.3253212764070715
G1PACTNo1,0.08286572214819658
GARTNo1,0.002151274409761108
CSNDNo1,0.0
GF6PTANo1,0.0828657221481966
GLUCYSNo1,0.0
arm_GLUN,0.0
GLUNNo1,0.0
GLUNNo2,0.0
GLUPRTNo1,0.39290970535589104
GMPRNo1,0.0
NADS1No1,0.0019977998799174676
NTRIR2xNo1,0.0
arm_OCBT,0.25940878932414024
OCBTNo1,0.25940878932414024
OCBTNo2,0.0
GARFTNo1,0.39075843094612994
GPDDA1No1,0.0
GPDDA2No1,0.0
arm_PHETA1,0.0
PHETA1No1,0.0
PHETA1No2,0.0
PHETA1No3,0.0
PPNDNo1,0.12112999192899378
TRPS1No1,0.0
PRAMPCNo1,0.08308497147654567
MCITL2No1,0.0
DXYLKNo1,0.0
MDH3No1,0.0
SOTANo1,0.0
SGSADNo1,0.0
PTA2No1,0.0
MDH2No1,0.0
arm_ACOTA,0.0
ACOTANo1,0.0
ACOTANo2,0.0
ACOTANo3,0.0
ACOTANo4,0.0
GPDDA5No1,0.0
PDX5PSNo1,0.00019557040088739137
PPBNGSNo1,0.001564563207099131
PPNCL2No1,0.0005910961892290337
PRAGSrNo1,0.39290970535589104
PRFGSNo1,0.39290970535589104
ETHAALNo1,0.0
MAN1PT2No1,0.0
AP4AHNo1,0.0
AP5AHNo1,0.0
ADNCYCNo1,0.0
MI1PPNo1,0.0
MCITSNo1,0.0
PPAKrNo1,0.0
arm_NTP3,0.0
NTP3No1,0.0
NTP3No2,0.0
NTP3No3,0.0
NTP3No4,0.0
NTP3No5,0.0
NTP3No6,0.0
NTP3No7,0.0
PPM2No1,0.0
MOAT2No1,0.017062859729439852
G6PDH2rNo1,2.3553678398015125
arm_NADH5,0.0
NADH5No1,0.0
NADH5No2,0.0
NADH5No3,0.0
NADH5No4,0.0
MOHMTNo1,0.0005910961892290336
GMPSNo1,0.21331030254277314
UDPGDNo1,0.0
arm_GLCRD,0.0
GLCRDNo1,0.0
GLCRDNo2,0.0
PPPNDONo1,0.0
arm_CHRPL,0.00019557040088739132
CHRPLNo1,0.0
CHRPLNo2,0.00019557040088739134
TDPAGTANo1,0.0
UACMAMONo1,0.0
FBA3No1,0.0
PMPKNo1,0.0001955704008873914
LCADiNo1,0.0
ADK3No1,0.0
arm_GLUDC,0.0
GLUDCNo1,0.0
GLUDCNo2,0.0
BSORyNo1,0.0
ADSKNo1,0.2170410491139613
arm_HSDy,0.0
HSDyNo1,0.0
HSDyNo2,0.0
arm_CYSTL,0.13497953350214928
CYSTLNo1,0.0
CYSTLNo2,0.13497953350214928
SHSL1No1,0.13497953350214925
arm_SSALy,0.0
SSALyNo1,0.0
SSALyNo2,0.0
3HCINNMHNo1,0.0
BSORxNo1,0.0
arm_FACOAL160t2pp,0.0
FACOAL160t2ppNo1,0.0
FACOAL160t2ppNo2,0.0
arm_FACOAL180t2pp,0.0
FACOAL180t2ppNo1,0.0
FACOAL180t2ppNo2,0.0
SPODMppNo1,0.0
NO3R1bppNo1,0.0
PHYTSppNo1,0.0
PPTHppNo1,0.0
arm_NO3R2pp,0.0
NO3R2ppNo1,0.0
NO3R2ppNo2,0.0
NTP3ppNo1,0.0
NO3R2bppNo1,0.0
THD2ppNo1,0.0
arm_TMAOR1pp,0.0
TMAOR1ppNo1,0.0
TMAOR1ppNo2,0.0
arm_TMAOR2pp,0.0
TMAOR2ppNo1,0.0
TMAOR2ppNo2,0.0
arm_ACACT7r,0.2438543649737422
ACACT7rNo1,0.24385436497374216
ACACT7rNo2,0.0
PSP_LNo1,1.5065362413595849
arm_ACACT2r,0.3121058038915013
ACACT2rNo1,0.31210580389150117
ACACT2rNo2,0.0
arm_ACACT3r,0.3121058038915012
ACACT3rNo1,0.3121058038915012
ACACT3rNo2,0.0
arm_ACACT4r,0.3121058038915013
ACACT4rNo1,0.3121058038915013
ACACT4rNo2,0.0
SUCptsppNo1,0.0
arm_SULabcpp,0.0
SULabcppNo1,0.0
SULabcppNo2,0.0
SULabcppNo3,0.0
arm_TSULabcpp,0.0
TSULabcppNo1,0.0
TSULabcppNo2,0.0
AHGDxNo1,0.0
TAURabcppNo1,0.0
THMabcppNo1,0.0
TREptsppNo1,0.0
XYLabcppNo1,0.0
GTPCINo1,0.0005867112026620016
FDMONo1,0.0
FEOXAMabcppNo1,0.0
CBL1abcppNo1,0.0
arm_ACGAptspp,0.0
ACGAptsppNo1,0.0
ACGAptsppNo2,0.0
ACMANAptsppNo1,0.0
CHOLDNo1,0.0
DRPANo1,0.0
arm_TKT2,0.27807375389980116
TKT2No1,0.0
TKT2No2,0.27807375389980116
FEENTERabcppNo1,0.0
FECRMabcppNo1,0.0
DMSOR1ppNo1,0.0
arm_ARGabcpp,0.0
ARGabcppNo1,0.0
ARGabcppNo2,0.0
ASCBptsppNo1,0.0
ASPabcppNo1,0.0
arm_NTD8pp,0.0
NTD8ppNo1,0.0
NTD8ppNo2,0.0
CYSabcppNo1,0.0
SBTptsppNo1,0.0
TREHppNo1,0.0
arm_CYTBDpp,0.0
CYTBDppNo1,0.0
CYTBDppNo2,0.0
CYTBD2ppNo1,0.0
arm_ATPS4rpp,70.43247994338529
ATPS4rppNo1,0.0
ATPS4rppNo2,70.43247994338529
ALLabcppNo1,0.0
ARBabcppNo1,0.0
arm_ECOAH8,0.0
ECOAH8No1,0.0
ECOAH8No2,0.0
arm_GLCDpp,0.0
GLCDppNo1,0.0
GLCDppNo2,0.0
arm_HYD2pp,0.0
HYD2ppNo1,0.0
HYD2ppNo2,0.0
FE3DCITabcppNo1,0.0
arm_ECOAH5,0.31210580389150144
ECOAH5No1,0.0
ECOAH5No2,0.31210580389150144
DHFSNo1,0.0005867112026620016
CHLabcppNo1,0.0
FRUptsppNo1,0.0
ACGAMKNo1,0.0
arm_METS,0.13537242829855087
METSNo1,0.12520840375495215
METSNo2,0.010164024543598698
PRASCSiNo1,0.39271413495500357
arm_TRSARr,0.0
TRSARrNo1,0.0
TRSARrNo2,0.0
LYXINo1,0.0
CBIuabcppNo1,0.0
arm_URIH,0.0
URIHNo1,0.0
URIHNo2,0.0
URIHNo3,0.0
XTSNHNo1,0.0
INSHNo1,0.0
PPK2No1,0.0
MTHFR2No1,0.1353724282985509
ASPO3No1,0.0
ASPO5No1,0.0
ASPO4No1,0.0
ASPO6No1,0.0019977998799174793
arm_ACACT5r,0.31210580389150133
ACACT5rNo1,0.0
ACACT5rNo2,0.31210580389150133
MALDDHNo1,0.0
DHPS2No1,0.0005867112026620016
MTHFCNo1,0.8667531077785667
MTHFDNo1,0.8667531077785667
QULNSNo1,0.001997799879917468
ALKPNo1,0.0
arm_L_LACD3,0.0
L_LACD3No1,0.0
L_LACD3No2,0.0
arm_L_LACD2,0.0
L_LACD2No1,0.0
L_LACD2No2,0.0
arm_ACACT6r,0.24385436497374213
ACACT6rNo1,0.24385436497374213
ACACT6rNo2,0.0
GLCTR1No1,0.0
LIPAabcppNo1,0.0
LIPACabcppNo1,0.0
GGGABADrNo1,0.0
GLYOX3No1,0.0
FDMO3No1,0.0
FDMO4No1,0.0
arm_BUTSO3abcpp,0.0
BUTSO3abcppNo1,0.0
BUTSO3abcppNo2,0.0
ETHSO3abcppNo1,0.0
O16AP2ppNo1,0.0
O16AP3ppNo1,0.0
O16A4LppNo1,0.0
MALTATrNo1,0.0
ALAGLUENo1,0.0
GGGABAHNo1,0.0
FRULYSKNo1,0.0
FDMO6No1,0.0
SULFACabcppNo1,0.0
CYANSTppNo1,0.0
MCPSTNo1,0.0
PHEMEabcppNo1,0.0
LIPAHT2exNo1,0.0
LIPAHTexNo1,0.0
ECAP1ppNo1,0.0
arm_UDCPDPpp,0.0
UDCPDPppNo1,0.0
UDCPDPppNo2,0.0
UDCPDPppNo3,0.0
ECAP2ppNo1,0.0
ECA4OALppNo1,0.0
FE3RiNo1,0.0
NODOyNo1,0.0
GALM2ppNo1,0.0
CU1abcppNo1,0.0
HG2abcppNo1,0.0
GLCTR3No1,0.0
HEPT4No1,0.0
LA4NTppNo1,0.0
NODOxNo1,0.0
NHFRBONo1,0.0
42A12BOOXppNo1,0.0
TYROXDAppNo1,0.0
NTRIR4ppNo1,0.0
NTRIR3ppNo1,0.0
AGM3PANo1,0.0
ACANTHATNo1,0.0
arm_METSOXR1,0.0
METSOXR1No1,0.0
METSOXR1No2,0.0
METSOXR1No3,0.0
METSOXR1No4,0.0
arm_METSOXR2,0.0
METSOXR2No1,0.0
METSOXR2No2,0.0
METSOXR2No3,0.0
METSOXR2No4,0.0
DAPALNo1,0.0
arm_AMPTASECG,0.0
AMPTASECGNo1,0.0
AMPTASECGNo2,0.0
AMPTASECGNo3,0.0
AMPTASECGNo4,0.0
LACZppNo1,0.0
GPDDA1ppNo1,0.0
GPDDA5ppNo1,0.0
arm_FLVR,0.0
FLVRNo1,0.0
FLVRNo2,0.0
FDMO2No1,0.0
LALGPNo1,0.0
arm_AGM4PApp,0.0
AGM4PAppNo1,0.0
AGM4PAppNo2,0.0
AGM4PAppNo3,0.0
AGM4PAppNo4,0.0
AGM4PANo1,0.0
arm_RNDR3b,0.0
RNDR3bNo1,0.0
RNDR3bNo2,0.0
RNDR3bNo3,0.0
RNDR3bNo4,0.0
arm_RNDR4b,0.0
RNDR4bNo1,0.0
RNDR4bNo2,0.0
RNDR4bNo3,0.0
RNDR4bNo4,0.0
UDPGALPppNo1,0.0
UACGAMPppNo1,0.0
UACGALPppNo1,0.0
UGLCURPppNo1,0.0
arm_FEROpp,0.0
FEROppNo1,0.0
FEROppNo2,0.0
arm_ISETACabcpp,0.0
ISETACabcppNo1,0.0
ISETACabcppNo2,0.0
AM4PCPNo1,0.0
AM3PANo1,0.0
UM4PCPNo1,0.0
CBLATNo1,0.0
MSO3abcppNo1,0.0
TDPNo1,0.0
arm_PTHRpp,0.0
PTHRppNo1,0.0
PTHRppNo2,0.0
ARABDINo1,0.0
ZNabcppNo1,0.0
arm_R5PPpp,0.0
R5PPppNo1,0.0
R5PPppNo2,0.0
arm_PSP_Lpp,0.0
PSP_LppNo1,0.0
PSP_LppNo2,0.0
TYRPppNo1,0.0
arm_PAPSR2,0.13265828775646288
PAPSR2No1,0.0
PAPSR2No2,0.0
PAPSR2No3,0.0
PAPSR2No4,0.13265828775646288
arm_RNDR1b,0.0
RNDR1bNo1,0.0
RNDR1bNo2,0.0
RNDR1bNo3,0.0
RNDR1bNo4,0.0
arm_RNDR2b,0.0
RNDR2bNo1,0.0
RNDR2bNo2,0.0
RNDR2bNo3,0.0
RNDR2bNo4,0.0
FACOAE181No1,0.0
FACOAE160No1,0.11192941311415242
FACOAE140No1,0.0
AAMYLNo1,0.0
AAMYLppNo1,0.0
arm_FACOAL80t2pp,0.0
FACOAL80t2ppNo1,0.0
FACOAL80t2ppNo2,0.0
PPGPPDPNo1,0.0
CPGNabcppNo1,0.0
23PDE2ppNo1,0.0
23PDE4ppNo1,0.0
23PDE9ppNo1,0.0
SARCOXNo1,0.0
arm_MN6PP,0.0
MN6PPNo1,0.0
MN6PPNo2,0.0
MN6PPNo3,0.0
MN6PPNo4,0.0
3KGKNo1,0.0
arm_F6PP,0.0
F6PPNo1,0.0
F6PPNo2,0.0
F6PPNo3,0.0
F6PPNo4,0.0
F6PPNo5,0.0
GDPMNHNo1,0.0
arm_FACOAL60t2pp,0.0
FACOAL60t2ppNo1,0.0
FACOAL60t2ppNo2,0.0
arm_GDPDPK,0.0
GDPDPKNo1,0.0
GDPDPKNo2,0.0
TUNGSabcppNo1,0.0
arm_MOBDabcpp,6.1389811937746174e-06
MOBDabcppNo1,0.0
MOBDabcppNo2,6.138981193774618e-06
MOBDabcppNo3,0.0
arm_NI2uabcpp,0.0
NI2uabcppNo1,0.0
NI2uabcppNo2,0.0
R15BPKNo1,2.3007998207034235
arm_Kabcpp,0.0
KabcppNo1,0.0
KabcppNo2,0.0
MALTabcppNo1,0.0
MALTHXabcppNo1,0.0
MALTPTabcppNo1,0.0
MALTTRabcppNo1,0.0
MALTTTRabcppNo1,0.0
MANGLYCptsppNo1,0.0
METabcppNo1,0.0
GGPTRCSNo1,0.0
arm_MNLptspp,0.0
